id,t-search,t-entry,e-entry,t-cat,t-syn,t-sample,t-ant,t-def,e-related,t-num,notes
19020,อุบาท,อุบาท,birth,N,"อุบัติ, การบังเกิด, กำเนิด",,,,occurrence; happening,,
19021,อุบาทว์,อุบาทว์,wicked,ADJ,"อัปรีย์, จัญไร",สงครามมาเฟียในซิซิลีผ่านมาแล้วก็ผ่านไป เป็นวงจรอุบาทว์เหมือนกับภูเขาไฟ ที่มีไฟคุกรุ่นอยู่ตลอดเวลา,"มงคล, ดีงาม",ไม่เป็นมงคล,evil,,
19022,อุบาสก,อุบาสก,layman,N,,หลวงพ่อปลูกฝังศีลธรรมอย่างเต็มกำลังมาตั้งแต่เริ่มสร้างวัด โดยให้การศึกษาอบรม พระภิกษุ สามเณร อุบาสกอุบาสิกาของวัด ทั้งในด้านปริยัติและปฏิบัติ,อุบาสิกา,คฤหัสถ์ผู้ชายที่นับถือพระพุทธศาสนาอย่างมั่นคง,devout layman,คน,
19023,อุบาสิกา,อุบาสิกา,laywoman,N,,พระพุทธเจ้าได้ทรงตรัสเอาไว้ว่า ผู้ที่สืบทอดพระพุทธศาสนา ก็คือ ภิกษุ ภิกษุณี อุบาสก และอุบาสิกา,อุบาสก,คฤหัสถ์ผู้หญิงที่นับถือพระพุทธศาสนาอย่างมั่นคง,,คน,
19024,อุโบสถกรรม,อุโบสถกรรม,giving a recitation,N,,,,การทำอุโบสถ,,,
19025,อุ่นๆ,อุ่นๆ,warm,ADJ,,ผู้ที่มีอาการท้องเสียควรดื่มน้ำชา หรือกาแฟอุ่นๆ เพื่อกระตุ้นกล้ามเนื้อหัวใจให้สูบฉีดเลือดดีขึ้น,,,,,
19026,อุตุนิยมวิทยา,อุตุนิยมวิทยา,meteorology,N,,เมื่อพิจารณาฤดูกาลประเทศไทยตอนบนตามลักษณะอุตุนิยมวิทยาแล้ว สามารถแบ่งได้เป็น 3 ฤดู,,วิชาว่าด้วยเรื่องราวของบรรยากาศ,,,
19027,อุตลุด,อุตลุด,in mess,ADV,"ชุลมุนวุ่นวาย, พัลวัน, สับสน",ซาอุดีอาระเบียประกาศไม่เข้าร่วมการแข่งขันบอลโลก ทำเอาฝ่ายจัดการแข่งขันต้องสับเปลี่ยนรายการกันอุตลุด,,,in haste; in confusion,,
19028,อุตสาหกรรมการผลิต,อุตสาหกรรมการผลิต,manufacture industry,N,,ประเทศเกษตรกรรมมีการเปลี่ยนแปลงโครงสร้างทางเศรษฐกิจจากการเกษตรกรรมเป็นอุตสาหกรรมการผลิต,,,,,
19029,อุตสาหกรรมเกษตร,อุตสาหกรรมเกษตร,agro-industry,N,,ในปีนี้อุตสาหกรรมการเกษตรต้องปรับตัวครั้งใหญ่ เพราะประสบปัญหาต่อเนื่องกันหลายประการ,,,,,
19030,อุตสาหกรรมท่องเที่ยว,อุตสาหกรรมท่องเที่ยว,tourist industry,N,,การสร้างสนามบินที่ภาคตะวันออกจะช่วยสนับสนุนให้อุตสาหกรรมท่องเที่ยวในภาคตะวันออกเติบโตขึ้น,,,,,
19031,อุตสาหกรรมเบา,อุตสาหกรรมเบา,light industry,N,,ญี่ปุ่นประกาศจะระบายอุตสาหกรรมหนักออกจากประเทศ โดยให้เหลือเพียงอุตสาหกรรมเบาเท่านั้น,อุตสาหกรรมหนัก,,,,
19032,อุตสาหกรรมศิลป์,อุตสาหกรรมศิลป์,industrial arts,N,,,,วิชาที่มุ่งให้ผู้เรียนเกิดความชำนาญในการประดิษฐ ์และเกิดความคุ้นเคยกับการใช้เครื่องมือและเครื่องกล,,,
19033,อุทิศถวาย,อุทิศถวาย,dedicate,V,"ถวาย, อุทิศ",รัชกาลที่ 3 โปรดให้สร้างพระมหาเจดีย์ เพื่อทรงอุทิศถวายรัชกาลที่ 2,,,give; offer,,
19034,อุตุ,อุตุ,season,N,ฤดู,,,ฤดู,,,(บาลี/สันสกฤต)
19035,อึด,อึด,endure,V,"ทรหด, อดทน",ทหารในกองทัพค่อนข้างอึดอยู่พอสมควร,,,bear; tolerate,,
19036,อุทก,อุทก,water,N,น้ำ,,,,,,(บาลี/สันสกฤต)
19037,อุทกธาร,อุทกธาร,current,N,"อุทุกธาร, สายน้ำ, ท่อน้ำ",,,,tide; flow,,(บาลี/สันสกฤต)
19038,อุทกวิทยา,อุทกวิทยา,hydrology,N,,,,วิชาว่าด้วยน้ำที่มีอยู่ในโลก เช่น ศึกษาถึงสาเหตุการเกิด การหมุนเวียน ตลอดจนคุณลักษณะของน้ำ รวมทั้งการนำน้ำมาใช้ให้เป็นประโยชน์,,,
19039,อุทกศาสตร์,อุทกศาสตร์,hydrography,N,,,,วิชาว่าด้วยน้ำบนพื้นโลกเกี่ยวกับการวัดหรือการสำรวจแผนที่ทะเล โดยมีความมุ่งหมายเฉพาะเพื่อการเดินเรือ,,,
